10,0.03,0.31,-51.11
11,0.03,0.34,-46.09
12,0.03,0.37,-51.73
13,0.03,0.40,-49.84
14,0.03,0.43,-52.82
15,0.03,0.46,-57.28
16,0.03,0.50,-50.88
17,0.03,0.53,-55.52
18,0.03,0.56,-54.70
19,0.03,0.59,-54.14
20,0.03,0.62,-55.21
21,0.03,0.65,-51.42
22,0.03,0.68,-50.46
23,0.03,0.71,-49.22
24,0.03,0.74,-46.47
25,0.03,0.77,-46.39
26,0.03,0.81,-45.53
27,0.03,0.84,-49.20
28,0.03,0.87,-50.17
29,0.03,0.90,-50.75
30,0.03,0.93,-45.86
31,0.03,0.96,-51.26
32,0.03,0.99,-50.41
33,0.03,1.02,-45.18
34,0.03,1.05,-47.91
35,0.03,1.08,-50.90
36,0.03,1.12,-48.09
37,0.03,1.15,-47.50
38,0.03,1.18,-50.27
39,0.03,1.21,-48.56
40,0.03,1.24,-46.13
41,0.03,1.27,-46.97
42,0.03,1.30,-50.86
43,0.03,1.33,-50.38
44,0.03,1.36,-45.61
45,0.03,1.39,-50.36
46,0.03,1.43,-52.33
47,0.03,1.46,-51.81
48,0.03,1.49,-52.19
49,0.03,1.52,-53.61
50,0.03,1.55,-49.72
51,0.03,1.58,-47.24
52,0.03,1.61,-51.12
53,0.03,1.64,-49.27
54,0.03,1.67,-47.99
55,0.03,1.70,-49.74
56,0.03,1.74,-52.58
57,0.03,1.77,-51.99
58,0.03,1.80,-49.00
59,0.03,1.83,-49.95
60,0.03,1.86,-51.12
61,0.03,1.89,-49.36
62,0.03,1.92,-51.09
63,0.03,1.95,-51.02
65,0.03,2.01,-49.83
66,0.03,2.04,-54.40
67,0.03,2.08,-54.91
68,0.03,2.11,-52.56
69,0.03,2.14,-50.88
70,0.03,2.17,-53.89
71,0.03,2.20,-54.16
72,0.03,2.23,-49.90
73,0.03,2.26,-52.58
74,0.03,2.29,-53.24
75,0.03,2.32,-50.36
76,0.03,2.35,-47.39
77,0.03,2.39,-49.85
78,0.03,2.42,-49.78
79,0.03,2.45,-48.14
80,0.03,2.48,-49.43
81,0.03,2.51,-50.28
82,0.03,2.54,-52.66
83,0.03,2.57,-52.34
84,0.03,2.60,-50.90
86,0.03,2.66,-49.13
87,0.03,2.70,-50.27
88,0.03,2.73,-50.21
89,0.03,2.76,-48.85
90,0.03,2.79,-45.28
91,0.03,2.82,-46.45
92,0.03,2.85,-47.90
93,0.03,2.88,-42.33
94,0.03,2.91,-41.92
95,0.03,2.94,-42.61
96,0.03,2.97,-43.51
97,0.03,3.01,-42.95
98,0.03,3.04,-45.70
99,0.03,3.07,-44.98
100,0.03,3.10,-46.05
101,0.03,3.13,-46.01
102,0.03,3.16,-44.69
103,0.03,3.19,-44.71
104,0.03,3.22,-46.84
105,0.03,3.25,-41.98
106,0.03,3.28,-45.12
107,0.03,3.32,-45.27
108,0.03,3.35,-45.68
109,0.03,3.38,-44.32
110,0.03,3.41,-40.92
111,0.03,3.44,-39.62
112,0.03,3.47,-39.06
113,0.03,3.50,-36.76
114,0.03,3.53,-39.27
115,0.03,3.56,-41.88
116,0.03,3.59,-40.70
117,0.03,3.63,-39.06
118,0.03,3.66,-38.38
119,0.03,3.69,-41.45
120,0.03,3.72,-40.73
121,0.03,3.75,-37.45
122,0.03,3.78,-34.66
123,0.03,3.81,-39.49
124,0.03,3.84,-40.62
125,0.03,3.87,-37.76
126,0.03,3.90,-33.90
127,0.03,3.93,-34.72
128,0.03,3.97,-34.22
129,0.03,4.00,-35.50
130,0.03,4.03,-37.82
131,0.03,4.06,-34.93
132,0.03,4.09,-41.24
133,0.03,4.12,-42.78
134,0.03,4.15,-42.55
135,0.03,4.18,-38.38
136,0.03,4.21,-37.54
137,0.03,4.24,-46.87
138,0.03,4.28,-46.15
139,0.03,4.31,-42.59
140,0.03,4.34,-41.49
141,0.03,4.37,-42.78
142,0.03,4.40,-48.24
143,0.03,4.43,-46.21
144,0.03,4.46,-43.40
145,0.03,4.49,-42.59
146,0.03,4.52,-51.81
147,0.03,4.55,-51.36
148,0.03,4.59,-45.84
149,0.03,4.62,-48.92
150,0.03,4.65,-51.30
151,0.03,4.68,-53.18
152,0.03,4.71,-51.68
153,0.03,4.74,-48.29
154,0.03,4.77,-49.18
155,0.03,4.80,-50.85
156,0.03,4.83,-49.22
157,0.03,4.86,-45.61
158,0.03,4.90,-44.16
159,0.03,4.93,-46.40
160,0.03,4.96,-39.62
161,0.03,4.99,-37.74
163,0.03,5.05,-41.99
164,0.03,5.08,-43.17
165,0.03,5.11,-39.24
166,0.03,5.14,-37.01
167,0.03,5.17,-40.22
168,0.03,5.21,-40.27
169,0.03,5.24,-38.92
170,0.03,5.27,-37.31
171,0.03,5.30,-35.69
172,0.03,5.33,-40.32
173,0.03,5.36,-37.57
174,0.03,5.39,-34.67
175,0.03,5.42,-32.05
176,0.03,5.45,-34.77
177,0.03,5.48,-36.75
178,0.03,5.52,-35.68
179,0.03,5.55,-32.59
180,0.03,5.58,-34.24
182,0.03,5.64,-40.14
183,0.03,5.67,-38.37
184,0.03,5.70,-37.09
185,0.03,5.73,-37.18
186,0.03,5.76,-41.57
187,0.03,5.79,-40.19
188,0.03,5.82,-38.43
189,0.03,5.86,-41.80
190,0.03,5.89,-44.71
191,0.03,5.92,-44.48
192,0.03,5.95,-41.83
193,0.03,5.98,-47.29
194,0.03,6.01,-46.92
195,0.03,6.04,-41.92
196,0.03,6.07,-39.63
197,0.03,6.10,-45.91
198,0.03,6.13,-47.31
199,0.03,6.17,-45.72
200,0.03,6.20,-48.17
201,0.03,6.23,-46.46
202,0.03,6.26,-45.73
203,0.03,6.29,-45.59
204,0.03,6.32,-49.39
205,0.03,6.35,-50.97
206,0.03,6.38,-49.07
207,0.03,6.41,-47.80
208,0.03,6.44,-44.02
209,0.03,6.48,-47.40
210,0.03,6.51,-47.56
211,0.03,6.54,-41.38
212,0.03,6.57,-37.42
213,0.03,6.60,-37.36
214,0.03,6.63,-44.97
215,0.03,6.66,-44.75
216,0.03,6.69,-41.32
218,0.03,6.75,-40.18
219,0.03,6.79,-42.35
220,0.03,6.82,-42.37
221,0.03,6.85,-37.15
222,0.03,6.88,-37.34
223,0.03,6.91,-38.32
224,0.03,6.94,-39.68
225,0.03,6.97,-39.88
226,0.03,7.00,-37.02
227,0.03,7.03,-34.97
228,0.03,7.06,-38.44
229,0.03,7.10,-41.83
230,0.03,7.13,-38.56
231,0.03,7.16,-34.85
232,0.03,7.19,-40.52
233,0.03,7.22,-44.25
234,0.03,7.25,-42.85
235,0.03,7.28,-40.69
236,0.03,7.31,-40.14
237,0.03,7.34,-41.20
238,0.03,7.37,-44.01
239,0.03,7.41,-37.59
240,0.03,7.44,-38.18
241,0.03,7.47,-42.64
242,0.03,7.50,-40.73
243,0.03,7.53,-38.99
244,0.03,7.56,-38.69
245,0.03,7.59,-36.42
247,0.03,7.65,-35.32
248,0.03,7.68,-36.94
249,0.03,7.72,-39.21
250,0.03,7.75,-40.86
251,0.03,7.78,-41.04
252,0.03,7.81,-40.54
253,0.03,7.84,-42.74
254,0.03,7.87,-39.38
255,0.03,7.90,-42.53
256,0.03,7.93,-42.22
257,0.03,7.96,-37.99
258,0.03,7.99,-38.81
259,0.03,8.02,-45.63
260,0.03,8.06,-44.14
261,0.03,8.09,-35.47
262,0.03,8.12,-39.52
264,0.03,8.18,-39.48
265,0.03,8.21,-38.05
266,0.03,8.24,-37.27
267,0.03,8.27,-37.68
268,0.03,8.30,-39.71
269,0.03,8.33,-41.43
271,0.03,8.40,-40.96
272,0.03,8.43,-39.49
273,0.03,8.46,-38.99
274,0.03,8.49,-40.90
275,0.03,8.52,-41.14
276,0.03,8.55,-41.55
277,0.03,8.58,-39.38
278,0.03,8.61,-40.52
279,0.03,8.64,-43.88
280,0.03,8.68,-43.29
281,0.03,8.71,-39.60
282,0.03,8.74,-38.61
283,0.03,8.77,-36.72
284,0.03,8.80,-34.97
285,0.03,8.83,-38.49
286,0.03,8.86,-41.96
287,0.03,8.89,-38.54
288,0.03,8.92,-39.04
289,0.03,8.95,-37.02
290,0.03,8.99,-37.41
291,0.03,9.02,-37.97
292,0.03,9.05,-38.70
293,0.03,9.08,-38.45
294,0.03,9.11,-38.45
295,0.03,9.14,-36.85
296,0.03,9.17,-36.87
297,0.03,9.20,-35.71
298,0.03,9.23,-34.59
299,0.03,9.26,-34.00
300,0.03,9.30,-33.04
301,0.03,9.33,-38.34
302,0.03,9.36,-39.23
303,0.03,9.39,-36.60
304,0.03,9.42,-37.15
305,0.03,9.45,-40.26
306,0.03,9.48,-38.88
307,0.03,9.51,-34.94
308,0.03,9.54,-36.31
309,0.03,9.57,-42.03
310,0.03,9.61,-42.43
311,0.03,9.64,-40.28
312,0.03,9.67,-38.90
313,0.03,9.70,-41.65
314,0.03,9.73,-40.49
315,0.03,9.76,-39.53
316,0.03,9.79,-36.35
317,0.03,9.82,-38.13
318,0.03,9.85,-39.92
319,0.03,9.88,-37.34
320,0.03,9.91,-39.66
321,0.03,9.95,-44.33
322,0.03,9.98,-43.55
323,0.03,10.01,-37.46
324,0.03,10.04,-39.64
325,0.03,10.07,-44.68
326,0.03,10.10,-46.93
327,0.03,10.13,-45.94
328,0.03,10.16,-41.91
329,0.03,10.19,-40.73
330,0.03,10.22,-44.56
331,0.03,10.26,-43.54
332,0.03,10.29,-39.82
333,0.03,10.32,-40.12
335,0.03,10.38,-39.41
336,0.03,10.41,-43.67
337,0.03,10.44,-41.17
338,0.03,10.47,-39.75
339,0.03,10.50,-43.43
340,0.03,10.53,-45.03
341,0.03,10.57,-47.43
342,0.03,10.60,-43.60
343,0.03,10.63,-40.65
344,0.03,10.66,-42.85
345,0.03,10.69,-46.02
346,0.03,10.72,-42.83
347,0.03,10.75,-42.53
348,0.03,10.78,-42.22
349,0.03,10.81,-44.76
350,0.03,10.84,-47.62
351,0.03,10.88,-46.81
352,0.03,10.91,-46.54
353,0.03,10.94,-46.49
354,0.03,10.97,-48.44
355,0.03,11.00,-47.02
356,0.03,11.03,-43.07
357,0.03,11.06,-48.60
358,0.03,11.09,-48.62
359,0.03,11.12,-44.10
360,0.03,11.15,-39.68
361,0.03,11.19,-47.45
362,0.03,11.22,-38.56
363,0.03,11.25,-34.06
364,0.03,11.28,-46.48
365,0.03,11.31,-46.20
366,0.03,11.34,-43.02
368,0.03,11.40,-40.84
369,0.03,11.43,-45.69
370,0.03,11.46,-47.95
371,0.03,11.50,-47.85
372,0.03,11.53,-44.98
374,0.03,11.59,-45.62
375,0.03,11.62,-49.89
377,0.03,11.68,-48.54
378,0.03,11.71,-46.24
379,0.03,11.74,-45.14
380,0.03,11.77,-44.44
381,0.03,11.80,-44.48
383,0.03,11.87,-44.87
384,0.03,11.90,-41.73
385,0.03,11.93,-39.07
386,0.03,11.96,-42.56
387,0.03,11.99,-45.47
388,0.03,12.02,-45.58
389,0.03,12.05,-37.83
390,0.03,12.08,-35.51
391,0.03,12.11,-40.07
392,0.03,12.15,-43.61
393,0.03,12.18,-41.36
394,0.03,12.21,-35.56
395,0.03,12.24,-36.87
396,0.03,12.27,-45.01
397,0.03,12.30,-44.65
398,0.03,12.33,-38.05
399,0.03,12.36,-37.78
400,0.03,12.39,-40.49
401,0.03,12.42,-44.47
402,0.03,12.46,-43.81
403,0.03,12.49,-43.89
404,0.03,12.52,-43.20
405,0.03,12.55,-43.07
407,0.03,12.61,-44.65
408,0.03,12.64,-44.73
409,0.03,12.67,-43.31
410,0.03,12.70,-44.83
412,0.03,12.77,-42.99
413,0.03,12.80,-45.40
414,0.03,12.83,-43.70
415,0.03,12.86,-43.04
416,0.03,12.89,-44.27
417,0.03,12.92,-45.06
418,0.03,12.95,-44.47
419,0.03,12.98,-43.70
420,0.03,13.01,-47.04
421,0.03,13.04,-48.39
422,0.03,13.08,-45.68
423,0.03,13.11,-45.22
424,0.03,13.14,-50.10
425,0.03,13.17,-45.99
426,0.03,13.20,-44.98
427,0.03,13.23,-44.87
428,0.03,13.26,-50.96
429,0.03,13.29,-51.77
430,0.03,13.32,-50.79
431,0.03,13.35,-51.10
432,0.03,13.39,-50.95
433,0.03,13.42,-51.12
434,0.03,13.45,-49.83
435,0.03,13.48,-48.34
437,0.03,13.54,-48.04
438,0.03,13.57,-49.37
439,0.03,13.60,-49.21
440,0.03,13.63,-49.83
441,0.03,13.66,-49.37
442,0.03,13.69,-46.43
443,0.03,13.73,-44.12
444,0.03,13.76,-44.90
445,0.03,13.79,-47.73
446,0.03,13.82,-48.63
447,0.03,13.85,-46.30
448,0.03,13.88,-46.27
449,0.03,13.91,-47.42
450,0.03,13.94,-48.61
452,0.03,14.00,-46.30
453,0.03,14.04,-44.66
454,0.03,14.07,-50.03
455,0.03,14.10,-51.27
456,0.03,14.13,-51.86
457,0.03,14.16,-57.13
458,0.03,14.19,-55.23
459,0.03,14.22,-54.86
460,0.03,14.25,-53.68
461,0.03,14.28,-52.56
462,0.03,14.31,-54.34
463,0.03,14.35,-56.06
464,0.03,14.38,-56.78
465,0.03,14.41,-55.24
466,0.03,14.44,-55.54
467,0.03,14.47,-59.45
468,0.03,14.50,-58.31
469,0.03,14.53,-56.28
470,0.03,14.56,-58.06
471,0.03,14.59,-59.33
472,0.03,14.62,-60.49
473,0.03,14.66,-62.36
474,0.03,14.69,-62.62
475,0.03,14.72,-62.03
476,0.03,14.75,-59.85
477,0.03,14.78,-60.76
478,0.03,14.81,-64.61
479,0.03,14.84,-65.80
480,0.03,14.87,-63.34
482,0.03,14.93,-59.92
483,0.03,14.97,-63.93
484,0.03,15.00,-64.51
485,0.03,15.03,-61.51
486,0.03,15.06,-57.57
487,0.03,15.09,-58.77
