1,0.03,0.03,0.69
2,0.03,0.06,-0.97
3,0.03,0.09,-1.88
4,0.03,0.12,-2.82
5,0.03,0.15,-2.60
6,0.03,0.19,-1.88
7,0.03,0.22,-0.18
8,0.03,0.25,1.41
9,0.03,0.28,1.94
10,0.03,0.31,4.19
11,0.03,0.34,5.16
12,0.03,0.37,5.05
13,0.03,0.40,4.47
14,0.03,0.43,3.66
15,0.03,0.46,3.31
16,0.03,0.50,1.74
17,0.03,0.53,-0.40
18,0.03,0.56,-0.44
19,0.03,0.59,-1.06
20,0.03,0.62,-0.96
21,0.03,0.65,0.36
22,0.03,0.68,-1.13
23,0.03,0.71,1.16
24,0.03,0.74,0.82
25,0.03,0.77,0.42
26,0.03,0.81,0.92
27,0.03,0.84,0.80
28,0.03,0.87,0.79
29,0.03,0.90,0.74
30,0.03,0.93,1.31
31,0.03,0.96,2.26
32,0.03,0.99,2.33
33,0.03,1.02,2.13
34,0.03,1.05,3.21
35,0.03,1.08,4.44
36,0.03,1.12,4.37
37,0.03,1.15,4.92
38,0.03,1.18,4.29
39,0.03,1.21,4.41
40,0.03,1.24,3.94
41,0.03,1.27,3.79
42,0.03,1.30,2.60
43,0.03,1.33,3.29
44,0.03,1.36,3.63
45,0.03,1.39,3.34
46,0.03,1.43,2.73
47,0.03,1.46,2.48
48,0.03,1.49,2.44
49,0.03,1.52,1.26
50,0.03,1.55,1.14
51,0.03,1.58,1.22
52,0.03,1.61,0.13
53,0.03,1.64,-0.59
54,0.03,1.67,-1.01
55,0.03,1.70,-1.50
56,0.03,1.74,-2.75
57,0.03,1.77,-5.03
58,0.03,1.80,-8.59
59,0.03,1.83,-9.93
61,0.03,1.89,-13.88
62,0.03,1.92,-15.78
63,0.03,1.95,-18.07
64,0.03,1.98,-23.74
65,0.03,2.01,-25.54
66,0.03,2.04,-27.65
68,0.03,2.11,-29.42
69,0.03,2.14,-31.33
70,0.03,2.17,-33.89
71,0.03,2.20,-36.71
72,0.03,2.23,-37.12
73,0.03,2.26,-37.43
74,0.03,2.29,-37.68
75,0.03,2.32,-37.99
76,0.03,2.35,-36.53
77,0.03,2.39,-36.73
78,0.03,2.42,-37.95
79,0.03,2.45,-39.00
80,0.03,2.48,-41.21
81,0.03,2.51,-43.35
82,0.03,2.54,-45.24
83,0.03,2.57,-52.32
84,0.03,2.60,-57.07
85,0.03,2.63,-64.25
86,0.03,2.66,-66.07
87,0.03,2.70,-69.18
88,0.03,2.73,-72.42
89,0.03,2.76,-73.17
90,0.03,2.79,-74.35
91,0.03,2.82,-75.42
92,0.03,2.85,-76.41
93,0.03,2.88,-78.51
94,0.03,2.91,-80.45
95,0.03,2.94,-81.98
96,0.03,2.97,-84.10
97,0.03,3.01,-84.43
98,0.03,3.04,-83.37
99,0.03,3.07,-83.43
100,0.03,3.10,-84.69
101,0.03,3.13,-85.23
102,0.03,3.16,-85.78
103,0.03,3.19,-85.20
104,0.03,3.22,-85.63
105,0.03,3.25,-86.01
106,0.03,3.28,-85.79
107,0.03,3.32,-85.71
108,0.03,3.35,-86.14
109,0.03,3.38,-86.61
110,0.03,3.41,-87.18
111,0.03,3.44,-87.77
112,0.03,3.47,-87.78
113,0.03,3.50,-88.23
114,0.03,3.53,-89.08
115,0.03,3.56,-90.08
116,0.03,3.59,-90.35
117,0.03,3.63,-89.48
118,0.03,3.66,-88.61
119,0.03,3.69,-88.55
120,0.03,3.72,-88.53
121,0.03,3.75,-86.51
122,0.03,3.78,-87.17
123,0.03,3.81,-89.32
124,0.03,3.84,-91.34
125,0.03,3.87,-94.05
126,0.03,3.90,-98.09
127,0.03,3.93,-101.37
128,0.03,3.97,-109.93
129,0.03,4.00,-112.22
130,0.03,4.03,-117.47
131,0.03,4.06,-121.30
132,0.03,4.09,-125.24
133,0.03,4.12,-126.98
134,0.03,4.15,-130.53
135,0.03,4.18,-131.82
136,0.03,4.21,-134.99
137,0.03,4.24,-136.32
138,0.03,4.28,-137.25
139,0.03,4.31,-136.40
140,0.03,4.34,-137.00
141,0.03,4.37,-138.74
142,0.03,4.40,-136.80
143,0.03,4.43,-135.75
144,0.03,4.46,-135.18
145,0.03,4.49,-133.86
146,0.03,4.52,-135.65
147,0.03,4.55,-134.78
148,0.03,4.59,-132.96
149,0.03,4.62,-130.78
150,0.03,4.65,-127.75
151,0.03,4.68,-128.06
152,0.03,4.71,-127.21
153,0.03,4.74,-120.74
154,0.03,4.77,-118.28
155,0.03,4.80,-117.42
156,0.03,4.83,-113.22
157,0.03,4.86,-106.61
158,0.03,4.90,-104.44
159,0.03,4.93,-100.51
160,0.03,4.96,-97.40
161,0.03,4.99,-93.11
162,0.03,5.02,-92.40
163,0.03,5.05,-89.85
164,0.03,5.08,-84.53
165,0.03,5.11,-81.67
166,0.03,5.14,-76.50
168,0.03,5.21,-68.64
169,0.03,5.24,-63.29
170,0.03,5.27,-55.01
171,0.03,5.30,-50.94
172,0.03,5.33,-43.09
173,0.03,5.36,-40.85
174,0.03,5.39,-38.08
175,0.03,5.42,-32.45
176,0.03,5.45,-30.38
177,0.03,5.48,-28.66
178,0.03,5.52,-27.66
179,0.03,5.55,-26.47
180,0.03,5.58,-27.17
181,0.03,5.61,-28.67
182,0.03,5.64,-29.65
183,0.03,5.67,-31.75
184,0.03,5.70,-34.17
185,0.03,5.73,-36.90
186,0.03,5.76,-38.09
187,0.03,5.79,-41.13
188,0.03,5.82,-43.88
189,0.03,5.86,-47.54
190,0.03,5.89,-49.90
191,0.03,5.92,-53.78
192,0.03,5.95,-56.87
193,0.03,5.98,-61.34
194,0.03,6.01,-67.28
195,0.03,6.04,-66.35
196,0.03,6.07,-67.71
197,0.03,6.10,-71.35
198,0.03,6.13,-72.93
199,0.03,6.17,-74.62
200,0.03,6.20,-75.04
201,0.03,6.23,-76.56
202,0.03,6.26,-77.70
203,0.03,6.29,-79.14
205,0.03,6.35,-78.28
206,0.03,6.38,-78.92
207,0.03,6.41,-79.65
208,0.03,6.44,-80.42
209,0.03,6.48,-81.57
210,0.03,6.51,-83.60
211,0.03,6.54,-85.92
212,0.03,6.57,-88.56
214,0.03,6.63,-91.20
215,0.03,6.66,-92.57
216,0.03,6.69,-93.67
217,0.03,6.72,-93.99
