1,0.03,0.03,2.44
2,0.03,0.06,18.59
3,0.03,0.09,25.57
4,0.03,0.12,26.58
5,0.03,0.15,26.69
6,0.03,0.19,24.39
7,0.03,0.22,21.77
8,0.03,0.25,17.03
9,0.03,0.28,12.12
10,0.03,0.31,9.89
11,0.03,0.34,9.68
12,0.03,0.37,6.60
13,0.03,0.40,6.84
14,0.03,0.43,6.76
15,0.03,0.46,2.92
16,0.03,0.50,1.36
17,0.03,0.53,0.07
18,0.03,0.56,0.07
19,0.03,0.59,-0.28
20,0.03,0.62,-1.97
21,0.03,0.65,-0.64
22,0.03,0.68,1.04
23,0.03,0.71,-0.20
24,0.03,0.74,-1.88
25,0.03,0.77,-2.50
26,0.03,0.81,-1.80
27,0.03,0.84,-0.11
28,0.03,0.87,-0.98
29,0.03,0.90,0.30
30,0.03,0.93,0.31
31,0.03,0.96,-2.14
32,0.03,0.99,-2.50
33,0.03,1.02,-1.56
34,0.03,1.05,-1.07
35,0.03,1.08,0.04
36,0.03,1.12,0.84
37,0.03,1.15,1.74
38,0.03,1.18,3.01
39,0.03,1.21,2.97
40,0.03,1.24,2.13
41,0.03,1.27,1.93
42,0.03,1.30,0.57
43,0.03,1.33,0.37
44,0.03,1.36,0.44
45,0.03,1.39,-0.33
46,0.03,1.43,-3.78
47,0.03,1.46,-7.03
48,0.03,1.49,-12.09
49,0.03,1.52,-15.30
50,0.03,1.55,-17.92
51,0.03,1.58,-18.90
52,0.03,1.61,-21.81
53,0.03,1.64,-25.06
54,0.03,1.67,-28.19
55,0.03,1.70,-30.26
56,0.03,1.74,-32.87
57,0.03,1.77,-34.92
58,0.03,1.80,-35.04
59,0.03,1.83,-34.36
60,0.03,1.86,-33.70
61,0.03,1.89,-35.47
63,0.03,1.95,-36.05
64,0.03,1.98,-38.42
65,0.03,2.01,-42.58
66,0.03,2.04,-45.16
67,0.03,2.08,-46.90
68,0.03,2.11,-47.26
69,0.03,2.14,-47.98
70,0.03,2.17,-48.07
71,0.03,2.20,-49.21
72,0.03,2.23,-50.49
73,0.03,2.26,-49.47
74,0.03,2.29,-48.10
75,0.03,2.32,-47.50
76,0.03,2.35,-46.18
77,0.03,2.39,-44.59
78,0.03,2.42,-43.02
79,0.03,2.45,-40.43
80,0.03,2.48,-36.11
81,0.03,2.51,-31.04
82,0.03,2.54,-29.04
83,0.03,2.57,-25.04
84,0.03,2.60,-23.89
85,0.03,2.63,-17.14
86,0.03,2.66,-14.25
87,0.03,2.70,-9.59
88,0.03,2.73,-5.32
89,0.03,2.76,-3.99
90,0.03,2.79,-2.63
91,0.03,2.82,-5.90
92,0.03,2.85,-2.25
93,0.03,2.88,8.80
94,0.03,2.91,13.59
95,0.03,2.94,22.43
96,0.03,2.97,25.96
97,0.03,3.01,29.35
98,0.03,3.04,34.02
99,0.03,3.07,35.66
100,0.03,3.10,38.41
101,0.03,3.13,39.79
102,0.03,3.16,41.83
103,0.03,3.19,44.67
104,0.03,3.22,45.47
105,0.03,3.25,48.09
106,0.03,3.28,48.75
107,0.03,3.32,48.45
108,0.03,3.35,45.85
109,0.03,3.38,44.43
110,0.03,3.41,39.63
111,0.03,3.44,34.54
113,0.03,3.50,32.99
114,0.03,3.53,30.87
115,0.03,3.56,30.87
116,0.03,3.59,29.25
117,0.03,3.63,27.51
118,0.03,3.66,25.96
119,0.03,3.69,19.21
120,0.03,3.72,17.14
121,0.03,3.75,14.44
122,0.03,3.78,12.44
123,0.03,3.81,10.75
124,0.03,3.84,9.12
125,0.03,3.87,9.65
126,0.03,3.90,9.05
127,0.03,3.93,8.60
128,0.03,3.97,8.24
129,0.03,4.00,7.15
130,0.03,4.03,6.76
131,0.03,4.06,7.07
132,0.03,4.09,6.76
133,0.03,4.12,5.86
134,0.03,4.15,3.60
135,0.03,4.18,1.69
136,0.03,4.21,-0.62
138,0.03,4.28,-2.67
139,0.03,4.31,-3.60
140,0.03,4.34,-4.65
141,0.03,4.37,-5.28
143,0.03,4.43,-5.55
145,0.03,4.49,-4.57
146,0.03,4.52,-5.16
147,0.03,4.55,-5.65
148,0.03,4.59,-7.86
149,0.03,4.62,-6.40
150,0.03,4.65,-5.98
151,0.03,4.68,-6.29
152,0.03,4.71,-7.77
153,0.03,4.74,-8.59
154,0.03,4.77,-10.81
155,0.03,4.80,-14.25
156,0.03,4.83,-16.39
157,0.03,4.86,-19.32
158,0.03,4.90,-21.05
159,0.03,4.93,-22.95
160,0.03,4.96,-25.28
161,0.03,4.99,-25.72
162,0.03,5.02,-26.90
163,0.03,5.05,-29.43
164,0.03,5.08,-31.30
165,0.03,5.11,-33.88
166,0.03,5.14,-35.68
167,0.03,5.17,-36.32
168,0.03,5.21,-39.71
169,0.03,5.24,-40.21
170,0.03,5.27,-43.19
171,0.03,5.30,-48.35
172,0.03,5.33,-48.62
173,0.03,5.36,-49.02
174,0.03,5.39,-54.10
175,0.03,5.42,-55.96
176,0.03,5.45,-56.64
177,0.03,5.48,-56.69
178,0.03,5.52,-59.79
179,0.03,5.55,-66.84
180,0.03,5.58,-67.60
181,0.03,5.61,-71.42
182,0.03,5.64,-72.07
183,0.03,5.67,-73.99
184,0.03,5.70,-75.17
185,0.03,5.73,-75.19
186,0.03,5.76,-74.54
187,0.03,5.79,-77.66
188,0.03,5.82,-80.09
189,0.03,5.86,-80.72
