145,0.03,4.52,-47.44,,,
146,0.03,4.55,-47.97,,,
147,0.03,4.62,-48.65,,,
148,0.03,4.65,-46.09,,,
149,0.03,4.68,-47.36,,,
150,0.03,4.71,-49.62,,,
151,0.03,4.74,-46.64,,,
152,0.03,4.77,-38.27,,,
153,0.03,4.8,-44.5,,,
154,0.03,4.83,-41.48,,,
155,0.03,4.86,-41.65,,,
156,0.03,4.9,-53.97,,,
157,0.03,4.93,-48.51,,,
158,0.03,4.96,-45.35,,,
159,0.03,4.99,-47.84,,,
160,0.03,5.02,-51.16,,,
161,0.03,5.05,-40.78,,,
162,0.03,5.08,-48.5,,,
163,0.03,5.11,-58.02,,,
164,0.03,5.14,-47.81,,,
165,0.03,5.17,-48.68,,,
166,0.03,5.21,-51.61,,,
167,0.03,5.24,-49.36,,,
168,0.03,5.27,-47.32,,,
169,0.03,5.3,-51.79,,,
170,0.03,5.33,-51.45,,,
171,0.03,5.36,-47.63,,,
172,0.03,5.39,-56.46,,,
173,0.03,5.42,-54.26,,,
174,0.03,5.45,-48.86,,,
175,0.03,5.48,-55.61,,,
176,0.03,5.52,-52.38,,,
177,0.03,5.55,-51.8,,,
178,0.03,5.58,-50.82,,,
179,0.03,5.61,-45.37,,,
180,0.03,5.64,-53.06,,,
181,0.03,5.67,-49.66,,,
182,0.03,5.7,-39.91,,,
183,0.03,5.73,-52.68,,,
184,0.03,5.76,-38.56,,,
185,0.03,5.79,-40.13,,,
186,0.03,5.82,-44.47,,,
187,0.03,5.86,-42.64,,,
188,0.03,5.89,-44.01,,,
189,0.03,5.92,-46.2,,,
190,0.03,5.95,-48.29,,,
191,0.03,5.98,-44.18,,,
192,0.03,6.01,-46.98,,,
193,0.03,6.04,-50.01,,,
194,0.03,6.07,-39.19,,,
195,0.03,6.1,-39.32,,,
196,0.03,6.13,-46.23,,,
197,0.03,6.17,-45.69,,,
198,0.03,6.2,-48.85,,,
199,0.03,6.23,-50.74,,,
200,0.03,6.26,-43.17,,,
201,0.03,6.29,-38.84,,,
202,0.03,6.32,-38.38,,,
203,0.03,6.35,-42.41,,,
204,0.03,6.38,-47.32,,,
205,0.03,6.41,-47.23,,,
206,0.03,6.44,-44.34,,,
207,0.03,6.48,-42.56,,,
208,0.03,6.51,-46.7,,,
209,0.03,6.54,-44.49,,,
210,0.03,6.57,-46.98,,,
211,0.03,6.6,-46.66,,,
212,0.03,6.63,-46.44,,,
213,0.03,6.66,-45.52,,,
214,0.03,6.69,-47.14,,,
215,0.03,6.72,-50.35,,,
216,0.03,6.75,-52.75,,,
217,0.03,6.79,-44.39,,,
218,0.03,6.82,-42.61,,,
219,0.03,6.85,-49.76,,,
220,0.03,6.88,-40.31,,,
221,0.03,6.91,-38.21,,,
222,0.03,6.94,-47.49,,,
223,0.03,6.97,-50.49,,,
224,0.03,7,-50.35,,,
225,0.03,7.03,-47.56,,,
226,0.03,7.06,-48.11,,,
227,0.03,7.1,-51.8,,,
228,0.03,7.13,-54.09,,,
229,0.03,7.16,-47.86,,,
230,0.03,7.19,-42.91,,,
231,0.03,7.22,-45.22,,,
232,0.03,7.25,-50,,,
233,0.03,7.31,-46.82,,,
234,0.03,7.34,-43.53,,,
235,0.03,7.37,-47.41,,,
236,0.03,7.41,-44.47,,,
237,0.03,7.44,-43.68,,,
238,0.03,7.47,-45.26,,,
239,0.03,7.5,-46.82,,,
240,0.03,7.53,-47.76,,,
241,0.03,7.56,-48.89,,,
242,0.03,7.59,-41.96,,,
243,0.03,7.62,-48.4,,,
244,0.03,7.65,-45.42,,,
245,0.03,7.68,-40.08,,,
246,0.03,7.72,-39.46,,,
247,0.03,7.75,-49.17,,,
248,0.03,7.78,-45.62,,,
249,0.03,7.81,-43.24,,,
250,0.03,7.84,-47.08,,,
251,0.03,7.87,-48.53,,,
252,0.03,7.9,-41.43,,,
253,0.03,7.93,-46.46,,,
254,0.03,7.96,-47.76,,,
255,0.03,7.99,-45.84,,,
256,0.03,8.02,-50.36,,,
257,0.03,8.06,-51.86,,,
258,0.03,8.09,-49.99,,,
259,0.03,8.12,-53.98,,,
260,0.03,8.15,-51.9,,,
261,0.03,8.18,-53.72,,,
262,0.03,8.21,-54.08,,,
263,0.03,8.24,-51.28,,,
264,0.03,8.27,-53.08,,,
265,0.03,8.3,-53.99,,,
266,0.03,8.33,-54.01,,,
267,0.03,8.37,-53.9,,,
268,0.03,8.4,-52.13,,,
269,0.03,8.43,-50.43,,,
270,0.03,8.46,-44.11,,,
271,0.03,8.49,-45.87,,,
272,0.03,8.52,-52.94,,,
273,0.03,8.55,-50.72,,,
274,0.03,8.58,-48.13,,,
275,0.03,8.61,-54.74,,,
276,0.03,8.64,-51.4,,,
277,0.03,8.68,-47.4,,,
278,0.03,8.71,-49.24,,,
279,0.03,8.74,-56.52,,,
280,0.03,8.77,-52.59,,,
281,0.03,8.8,-45.45,,,
282,0.03,8.83,-48.02,,,
283,0.03,8.86,-51.03,,,
284,0.03,8.89,-49.14,,,
285,0.03,8.92,-52.04,,,
286,0.03,8.95,-45.77,,,
287,0.03,9.02,-46.15,,,
288,0.03,9.05,-55.28,,,
289,0.03,9.08,-60.01,,,
290,0.03,9.11,-56.01,,,
291,0.03,9.14,-52.31,,,
292,0.03,9.17,-60.75,,,
293,0.03,9.2,-56.67,,,
294,0.03,9.23,-56.89,,,
295,0.03,9.26,-44.9,,,
296,0.03,9.3,-49.98,,,
297,0.03,9.33,-55.41,,,
298,0.03,9.36,-54.49,,,
299,0.03,9.42,-48.07,,,
300,0.03,9.45,-51.79,,,
301,0.03,9.48,-53.36,,,
302,0.03,9.51,-52.28,,,
303,0.03,9.54,-53.84,,,
304,0.03,9.57,-54.3,,,
305,0.03,9.61,-55.81,,,
306,0.03,9.64,-60.49,,,
307,0.03,9.67,-57.95,,,
308,0.03,9.7,-56.4,,,
309,0.03,9.73,-60.09,,,
310,0.03,9.76,-59.45,,,
311,0.03,9.79,-55.87,,,
312,0.03,9.82,-57.61,,,
313,0.03,9.85,-61.34,,,
314,0.03,9.88,-54.96,,,
315,0.03,9.91,-57.49,,,
316,0.03,9.95,-60.32,,,
317,0.03,9.98,-60.73,,,
318,0.03,10.01,-53.07,,,
319,0.03,10.04,-50.72,,,
320,0.03,10.07,-56.23,,,
321,0.03,10.1,-59.94,,,
322,0.03,10.13,-56.08,,,
323,0.03,10.16,-53.51,,,
324,0.03,10.19,-61.47,,,
325,0.03,10.22,-58.59,,,
326,0.03,10.26,-51.99,,,
327,0.03,10.29,-53.68,,,
328,0.03,10.32,-61.1,,,
329,0.03,10.35,-60.76,,,
330,0.03,10.38,-51.4,,,
331,0.03,10.41,-51.56,,,
332,0.03,10.44,-58.13,,,
333,0.03,10.47,-62,,,
334,0.03,10.5,-51.24,,,
335,0.03,10.53,-47.31,,,
336,0.03,10.57,-57.95,,,
337,0.03,10.6,-61.3,,,
338,0.03,10.63,-57.81,,,
339,0.03,10.66,-53.18,,,
340,0.03,10.69,-52.67,,,
341,0.03,10.72,-59.11,,,
342,0.03,10.75,-57.93,,,
343,0.03,10.78,-49.03,,,
344,0.03,10.81,-52.19,,,
345,0.03,10.84,-56.38,,,
346,0.03,10.88,-58.95,,,
347,0.03,10.91,-57.64,,,
348,0.03,10.94,-57.1,,,
349,0.03,10.97,-57.85,,,
350,0.03,11,-64.71,,,
351,0.03,11.03,-63.7,,,
352,0.03,11.06,-62.15,,,
353,0.03,11.09,-64.85,,,
354,0.03,11.12,-70.5,,,
355,0.03,11.15,-64.8,,,
356,0.03,11.19,-67.58,,,
357,0.03,11.22,-68.91,,,
358,0.03,11.25,-70,,,
359,0.03,11.28,-65.65,,,
360,0.03,11.31,-71.11,,,
361,0.03,11.34,-74.64,,,
362,0.03,11.37,-71.78,,,
363,0.03,11.43,-64.67,,,
364,0.03,11.46,-68.71,,,
365,0.03,11.5,-73.98,,,
366,0.03,11.53,-67.39,,,
367,0.03,11.56,-64.52,,,
368,0.03,11.59,-66.38,,,
369,0.03,11.62,-73.56,,,
370,0.03,11.68,-73.1,,,
371,0.03,11.71,-72.67,,,
372,0.03,11.74,-72.48,,,
373,0.03,11.77,-73.73,,,
374,0.03,11.8,-67.64,,,
375,0.03,11.84,-68.37,,,
376,0.03,11.87,-68.25,,,
377,0.03,11.9,-68.78,,,
378,0.03,11.96,-71.04,,,
379,0.03,11.99,-72.46,,,
380,0.03,12.02,-65.85,,,
381,0.03,12.05,-64.15,,,
382,0.03,12.08,-71.22,,,
383,0.03,12.11,-62.24,,,
384,0.03,12.15,-59.54,,,
385,0.03,12.18,-63.47,,,
386,0.03,12.21,-65.73,,,
387,0.03,12.27,-74.87,,,
388,0.03,12.3,-60.43,,,
389,0.03,12.33,-65.88,,,
390,0.03,12.36,-70.71,,,
391,0.03,12.39,-65.82,,,
392,0.03,12.42,-56.76,,,
393,0.03,12.46,-64.2,,,
394,0.03,12.49,-70.91,,,
395,0.03,12.52,-66.41,,,
396,0.03,12.55,-63.34,,,
397,0.03,12.58,-60.5,,,
398,0.03,12.61,-67.56,,,
399,0.03,12.64,-60.27,,,
400,0.03,12.67,-55.64,,,
401,0.03,12.7,-62.59,,,
402,0.03,12.73,-66,,,
403,0.03,12.77,-69.46,,,
404,0.03,12.8,-71.93,,,
405,0.03,12.83,-67.04,,,
406,0.03,12.86,-68.83,,,
407,0.03,12.89,-69.58,,,
408,0.03,12.92,-67.97,,,
409,0.03,12.95,-68.38,,,
410,0.03,12.98,-70.91,,,
411,0.03,13.04,-70.88,,,
412,0.03,13.08,-71.05,,,
413,0.03,13.11,-70.77,,,
414,0.03,13.14,-65.77,,,
415,0.03,13.17,-64.81,,,
416,0.03,13.2,-63.75,,,
417,0.03,13.23,-63.45,,,
418,0.03,13.26,-67.75,,,
419,0.03,13.29,-68.22,,,
420,0.03,13.32,-70.79,,,
421,0.03,13.35,-61.65,,,
422,0.03,13.39,-63.31,,,
423,0.03,13.42,-79.03,,,
424,0.03,13.45,-76.42,,,
425,0.03,13.48,-68.38,,,
426,0.03,13.51,-67.4,,,
427,0.03,13.54,-81.04,,,
428,0.03,13.57,-80.8,,,
429,0.03,13.6,-79.33,,,
430,0.03,13.63,-88.8,,,
431,0.03,13.66,-87.16,,,
432,0.03,13.69,-89.91,,,
433,0.03,13.76,-91.5,,,
434,0.03,13.79,-88.36,,,
435,0.03,13.82,-95.87,,,
436,0.03,13.85,-105.6,,,
437,0.03,13.88,-106.09,,,
438,0.03,13.91,-89.14,,,
439,0.03,13.94,-90.75,,,
440,0.03,13.97,-97.86,,,
441,0.03,14,-106.2,,,
442,0.03,14.04,-93.09,,,
443,0.03,14.07,-89.41,,,
444,0.03,14.1,-91.06,,,
445,0.03,14.13,-103.21,,,
446,0.03,14.16,-100.57,,,
447,0.03,14.19,-85.74,,,
448,0.03,14.22,-93.99,,,
449,0.03,14.25,-99.66,,,
450,0.03,14.28,-93.3,,,
451,0.03,14.31,-88.09,,,
452,0.03,14.35,-95.6,,,
453,0.03,14.38,-96.42,,,
454,0.03,14.41,-87.11,,,
455,0.03,14.44,-88.95,,,
456,0.03,14.47,-99.01,,,
457,0.03,14.5,-91.46,,,
458,0.03,14.53,-87.14,,,
459,0.03,14.56,-90.26,,,
460,0.03,14.59,-90.1,,,
461,0.03,14.62,-90.74,,,
462,0.03,14.66,-91.86,,,
463,0.03,14.69,-91.13,,,
464,0.03,14.72,-90.22,,,
465,0.03,14.75,-86.74,,,
466,0.03,14.78,-86.4,,,
467,0.03,14.81,-81.71,,,
468,0.03,14.84,-83.01,,,
469,0.03,14.87,-90.51,,,
470,0.03,14.9,-93.94,,,
471,0.03,14.93,-92.83,,,
472,0.03,14.97,-91.98,,,
473,0.03,15,-90.27,,,
474,0.03,15.03,-93.99,,,
475,0.03,15.06,-93.25,,,
476,0.03,15.09,-92.02,,,
477,0.03,15.12,-92.89,,,
478,0.03,15.15,-90.03,,,
479,0.03,15.21,-90.39,,,
480,0.03,15.24,-85.25,,,
481,0.03,15.28,-85.04,,,
482,0.03,15.31,-93.37,,,
483,0.03,15.34,-87.92,,,
484,0.03,15.37,-88.18,,,
485,0.03,15.4,-93.91,,,
486,0.03,15.43,-95.06,,,
487,0.03,15.46,-96.07,,,
488,0.03,15.49,-93.38,,,
489,0.03,15.52,-92.64,,,
490,0.03,15.55,-88.75,,,
491,0.03,15.58,-89.92,,,
492,0.03,15.62,-91.11,,,
493,0.03,15.65,-93.18,,,
494,0.03,15.68,-90.21,,,
495,0.03,15.71,-90.23,,,
496,0.03,15.74,-90.82,,,
497,0.03,15.77,-89.79,,,
498,0.03,15.8,-91.46,,,
499,0.03,15.83,-91.91,,,
500,0.03,15.86,-85.19,,,
501,0.03,15.89,-88.29,,,
502,0.03,15.93,-97.35,,,
503,0.03,15.96,-94.74,,,
504,0.03,15.99,-84.84,,,
505,0.03,16.02,-84.98,,,
506,0.03,16.05,-94.11,,,
507,0.03,16.08,-96.99,,,
508,0.03,16.11,-91.05,,,
509,0.03,16.14,-86.38,,,
510,0.03,16.17,-83.78,,,
511,0.03,16.2,-86.08,,,
512,0.03,16.24,-95.09,,,
513,0.03,16.27,-98.12,,,
514,0.03,16.3,-93.47,,,
515,0.03,16.33,-92.16,,,
516,0.03,16.36,-91.6,,,
517,0.03,16.39,-97.77,,,
518,0.03,16.42,-99.4,,,
519,0.03,16.45,-99.65,,,
520,0.03,16.48,-98.54,,,
521,0.03,16.51,-101.2,,,
522,0.03,16.55,-102.73,,,
523,0.03,16.58,-102.83,,,
524,0.03,16.61,-103.42,,,
525,0.03,16.64,-105.46,,,
526,0.03,16.67,-97.05,,,
527,0.03,16.7,-99.81,,,
528,0.03,16.73,-104.08,,,
529,0.03,16.76,-103.7,,,
530,0.03,16.79,-105.84,,,
531,0.03,16.82,-106.86,,,
532,0.03,16.86,-105.47,,,
533,0.03,16.92,-104.99,,,
534,0.03,16.95,-106.33,,,
535,0.03,16.98,-103.06,,,
536,0.03,17.01,-101.94,,,
537,0.03,17.04,-102.59,,,
538,0.03,17.07,-101.45,,,
539,0.03,17.1,-106.84,,,
540,0.03,17.13,-106.62,,,
541,0.03,17.17,-105.9,,,
542,0.03,17.2,-102.41,,,
543,0.03,17.23,-101.75,,,
544,0.03,17.26,-105.8,,,
545,0.03,17.29,-106.29,,,
546,0.03,17.32,-102.47,,,
547,0.03,17.35,-102.48,,,
548,0.03,17.38,-106.37,,,
549,0.03,17.41,-103.02,,,
550,0.03,17.44,-96.09,,,
551,0.03,17.47,-100.88,,,
552,0.03,17.51,-103.57,,,
553,0.03,17.54,-98.49,,,
554,0.03,17.57,-104.97,,,
555,0.03,17.6,-109.04,,,
556,0.03,17.63,-106.71,,,
557,0.03,17.66,-99.43,,,
558,0.03,17.69,-98.77,,,
559,0.03,17.72,-108.1,,,
560,0.03,17.75,-106.79,,,
561,0.03,17.78,-99.98,,,
562,0.03,17.82,-98.58,,,
563,0.03,17.85,-106.41,,,
564,0.03,17.88,-104.8,,,
565,0.03,17.91,-101.12,,,
566,0.03,17.97,-104.34,,,
567,0.03,18,-107.78,,,
568,0.03,18.03,-93.13,,,
569,0.03,18.06,-92.18,,,
570,0.03,18.09,-111.47,,,
571,0.03,18.13,-107.91,,,
572,0.03,18.16,-95.08,,,
573,0.03,18.19,-100.64,,,
574,0.03,18.22,-114.16,,,
575,0.03,18.25,-108.3,,,
576,0.03,18.28,-96.49,,,
577,0.03,18.31,-113.23,,,
578,0.03,18.34,-115.11,,,
579,0.03,18.37,-104.26,,,
580,0.03,18.4,-100.79,,,
581,0.03,18.44,-106.19,,,
582,0.03,18.47,-109.45,,,
583,0.03,18.5,-111.01,,,
584,0.03,18.53,-96.64,,,
585,0.03,18.56,-99.36,,,
586,0.03,18.59,-110.41,,,
587,0.03,18.62,-107.19,,,
588,0.03,18.65,-105.68,,,
589,0.03,18.68,-110.52,,,
590,0.03,18.71,-113.81,,,
591,0.03,18.75,-108.26,,,
592,0.03,18.78,-101.33,,,
593,0.03,18.81,-102.24,,,
594,0.03,18.84,-110.74,,,
595,0.03,18.87,-115.09,,,
596,0.03,18.9,-101.96,,,
597,0.03,18.93,-114.31,,,
598,0.03,18.96,-114.78,,,
599,0.03,18.99,-109.78,,,
600,0.03,19.02,-102.39,,,
601,0.03,19.09,-103.47,,,
602,0.03,19.12,-106.52,,,
603,0.03,19.15,-113.76,,,
604,0.03,19.18,-116.14,,,
605,0.03,19.21,-111.56,,,
606,0.03,19.24,-112.17,,,
607,0.03,19.27,-108.57,,,
608,0.03,19.3,-113.89,,,
609,0.03,19.33,-112.22,,,
610,0.03,19.36,-119.68,,,
611,0.03,19.4,-114.35,,,
612,0.03,19.43,-113.3,,,
613,0.03,19.46,-123.05,,,
614,0.03,19.49,-120.13,,,
615,0.03,19.52,-120.45,,,
616,0.03,19.55,-116.46,,,
617,0.03,19.58,-122.02,,,
618,0.03,19.61,-121.73,,,
619,0.03,19.64,-126.59,,,
620,0.03,19.67,-129.85,,,
621,0.03,19.71,-129.01,,,
622,0.03,19.74,-123.73,,,
623,0.03,19.77,-120.33,,,
624,0.03,19.8,-125.99,,,
625,0.03,19.83,-115.84,,,
626,0.03,19.86,-119.45,,,
627,0.03,19.89,-133.12,,,
628,0.03,19.92,-129.22,,,
629,0.03,19.95,-116.9,,,
630,0.03,19.98,-121.22,,,
631,0.03,20.02,-123.63,,,
632,0.03,20.05,-119.44,,,
633,0.03,20.08,-117.98,,,
634,0.03,20.11,-124.75,,,
635,0.03,20.14,-127.09,,,
636,0.03,20.17,-118.19,,,
637,0.03,20.2,-114.65,,,
638,0.03,20.23,-126.74,,,
639,0.03,20.26,-133.94,,,
640,0.03,20.29,-117.68,,,
641,0.03,20.33,-117.28,,,
642,0.03,20.36,-126.27,,,
643,0.03,20.39,-123.75,,,
644,0.03,20.42,-122.8,,,
645,0.03,20.45,-127.9,,,
646,0.03,20.48,-125.29,,,
647,0.03,20.51,-122.25,,,
648,0.03,20.54,-121.83,,,
649,0.03,20.57,-128.04,,,
650,0.03,20.6,-119.25,,,
651,0.03,20.64,-119.75,,,
652,0.03,20.67,-124.44,,,
653,0.03,20.7,-126.29,,,
654,0.03,20.73,-119.88,,,
655,0.03,20.76,-123.72,,,
656,0.03,20.79,-128.89,,,
657,0.03,20.82,-127.92,,,
658,0.03,20.85,-110.7,,,
659,0.03,20.88,-125.15,,,
660,0.03,20.91,-132.6,,,
661,0.03,20.95,-131.62,,,
662,0.03,20.98,-122.74,,,
663,0.03,21.01,-119.79,,,
664,0.03,21.04,-129.45,,,
665,0.03,21.07,-129.88,,,
666,0.03,21.1,-125.23,,,
667,0.03,21.13,-122.35,,,
668,0.03,21.16,-124.81,,,
669,0.03,21.19,-127.91,,,
670,0.03,21.22,-127.25,,,
671,0.03,21.25,-123.45,,,
672,0.03,21.29,-130.81,,,
673,0.03,21.32,-123.33,,,
674,0.03,21.35,-120.69,,,
675,0.03,21.38,-121.55,,,
676,0.03,21.41,-123.75,,,
677,0.03,21.44,-124.6,,,
678,0.03,21.47,-127.81,,,
679,0.03,21.5,-126.96,,,
680,0.03,21.53,-123.19,,,
681,0.03,21.56,-122.47,,,
682,0.03,21.6,-127.64,,,
683,0.03,21.63,-123.39,,,
684,0.03,21.66,-119.66,,,
685,0.03,21.69,-120.3,,,
686,0.03,21.72,-129.59,,,
687,0.03,21.75,-129.44,,,
688,0.03,21.78,-127.21,,,
689,0.03,21.84,-126.83,,,
690,0.03,21.87,-127.07,,,
691,0.03,21.94,-126.86,,,
692,0.03,21.97,-124.8,,,
693,0.03,22,-127.64,,,
694,0.03,22.03,-123.92,,,
695,0.03,22.06,-119.92,,,
696,0.03,22.09,-129.03,,,
697,0.03,22.12,-128.14,,,
698,0.03,22.15,-119.94,,,
699,0.03,22.18,-118.73,,,
700,0.03,22.22,-118.05,,,
701,0.03,22.25,-117.85,,,
702,0.03,22.28,-119.33,,,
703,0.03,22.31,-123.32,,,
704,0.03,22.34,-119.93,,,
705,0.03,22.37,-120.97,,,
706,0.03,22.4,-119.81,,,
707,0.03,22.43,-118.27,,,
708,0.03,22.46,-119.61,,,
709,0.03,22.49,-119.52,,,
710,0.03,22.53,-121.53,,,
711,0.03,22.56,-127.28,,,
712,0.03,22.59,-120.21,,,
713,0.03,22.62,-114.52,,,
714,0.03,22.65,-124.27,,,
715,0.03,22.68,-122.22,,,
716,0.03,22.71,-115.32,,,
717,0.03,22.74,-118.15,,,
718,0.03,22.77,-122.65,,,
719,0.03,22.8,-125.81,,,
720,0.03,22.84,-123.01,,,
721,0.03,22.87,-121.01,,,
722,0.03,22.9,-121.93,,,
723,0.03,22.93,-124.76,,,
724,0.03,22.96,-127.16,,,
725,0.03,22.99,-129.93,,,
726,0.03,23.02,-127.44,,,
727,0.03,23.08,-131.54,,,
728,0.03,23.11,-132.88,,,
729,0.03,23.15,-131.85,,,
730,0.03,23.18,-131.69,,,
731,0.03,23.21,-132.04,,,
732,0.03,23.24,-133.98,,,
733,0.03,23.27,-135.37,,,
734,0.03,23.3,-136.58,,,
735,0.03,23.33,-138.88,,,
736,0.03,23.36,-138.27,,,
737,0.03,23.39,-139.7,,,
738,0.03,23.42,-138.52,,,
739,0.03,23.45,-137.21,,,
740,0.03,23.52,-135.23,,,
741,0.03,23.55,-133.1,,,
742,0.03,23.58,-140.2,,,
743,0.03,23.61,-141.38,,,
744,0.03,23.64,-143.9,,,
745,0.03,23.67,-139.69,,,
746,0.03,23.7,-132.06,,,
747,0.03,23.73,-135.46,,,
748,0.03,23.76,-139.73,,,
749,0.03,23.8,-127.74,,,
750,0.03,23.83,-129.86,,,
751,0.03,23.86,-140.2,,,
752,0.03,23.89,-146.01,,,
753,0.03,23.92,-130.06,,,
754,0.03,23.95,-129.87,,,
755,0.03,23.98,-143.68,,,
756,0.03,24.01,-144.4,,,
757,0.03,24.04,-133.67,,,
758,0.03,24.07,-131.58,,,
759,0.03,24.11,-136.51,,,
760,0.03,24.14,-139.05,,,
761,0.03,24.17,-138.4,,,
762,0.03,24.2,-137.21,,,
763,0.03,24.23,-134.6,,,
764,0.03,24.26,-132.88,,,
765,0.03,24.29,-137.82,,,
766,0.03,24.32,-137.02,,,
767,0.03,24.35,-138.29,,,
768,0.03,24.38,-140.13,,,
769,0.03,24.42,-136.82,,,
770,0.03,24.45,-137.5,,,
771,0.03,24.48,-136.37,,,
772,0.03,24.51,-137.15,,,
773,0.03,24.54,-140.96,,,
774,0.03,24.57,-140.32,,,
775,0.03,24.6,-140.31,,,
776,0.03,24.63,-142.64,,,
777,0.03,24.66,-146.12,,,
778,0.03,24.73,-146.63,,,
779,0.03,24.76,-143.75,,,
780,0.03,24.79,-141.46,,,
781,0.03,24.82,-139.5,,,
782,0.03,24.88,-137.79,,,
783,0.03,24.91,-136.64,,,
784,0.03,24.94,-141.59,,,
785,0.03,24.97,-142.42,,,
786,0.03,25,-138.87,,,
787,0.03,25.04,-140.15,,,
788,0.03,25.07,-141.96,,,
789,0.03,25.1,-141.92,,,
790,0.03,25.13,-141.62,,,
791,0.03,25.16,-143.7,,,
792,0.03,25.19,-142.51,,,
